Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage (kmpl),Power (bhp),Seats,year_diff_from_2021
Kochi,9.248983995568388,Petrol,Manual,First,18.9,4.417152436649256,5.0,1.3862943611198906
Mumbai,10.736418414365376,Petrol,Automatic,First,13.7,5.067330637772801,5.0,2.3978952727983707
Chennai,9.952325334619427,Petrol,Automatic,First,16.95,4.380775852772229,5.0,2.1972245773362196
Hyderabad,11.640113027990695,Diesel,Manual,First,23.0,4.51085950651685,5.0,2.3978952727983707
Mumbai,11.513035458920672,Diesel,Manual,Second,12.05,4.795790545596741,8.0,2.3978952727983707
Mumbai,11.052602823377345,Petrol,Manual,First,19.4,4.475061500641071,5.0,2.1972245773362196
Jaipur,10.97679912709094,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.6094379124341003
Pune,11.407576060361786,Diesel,Manual,Fourth & Above,10.9,4.969813299576001,7.0,2.70805020110221
Chennai,11.592133978646835,Diesel,Manual,First,16.8,4.709530201312334,5.0,2.3978952727983707
Pune,11.893421422254848,Diesel,Manual,First,11.5,5.147494476813453,7.0,2.3978952727983707
Pune,11.050000721188786,Diesel,Automatic,Second,17.05,5.220355825078324,5.0,2.3978952727983707
Delhi,11.082157933374816,Diesel,Automatic,First,12.55,5.1328529268205045,7.0,2.1972245773362196
Pune,7.438971592395862,Petrol,Automatic,First,19.0,4.497139441774387,5.0,1.3862943611198906
Kochi,10.454437327386273,Petrol,Manual,First,19.81,4.234830879855301,5.0,2.1972245773362196
Hyderabad,10.968215530759236,Petrol,Manual,First,17.0,4.394449154672439,5.0,2.302585092994046
Mumbai,10.389026137075234,Diesel,Automatic,First,19.59,5.240370406593187,5.0,1.9459101490553132
Coimbatore,10.979547436733727,Diesel,Automatic,First,15.17,5.204006687076795,5.0,1.791759469228055
Kochi,10.522045876105,Petrol,Manual,First,20.4,4.416428061391214,5.0,1.6094379124341003
Delhi,10.691967639914864,Petrol,Automatic,First,21.4,4.432006566978902,5.0,1.6094379124341003
Kolkata,10.718874489469398,Petrol,Manual,First,13.2,4.553876891600541,5.0,2.833213344056216
Mumbai,9.305741456739435,Petrol,Manual,First,18.5,4.463606621666305,5.0,1.791759469228055
Pune,11.082157933374816,Petrol,Manual,Second,26.0,3.58351893845611,4.0,2.3978952727983707
Ahmedabad,10.915197549173719,Diesel,Manual,First,20.0,4.23410650459726,5.0,2.302585092994046
Hyderabad,11.31020934572104,Diesel,Automatic,First,18.33,5.128121989551922,5.0,2.3978952727983707
Chennai,11.982935344196433,Diesel,Manual,Second,19.0,4.543294782270004,5.0,2.4849066497880004
Hyderabad,12.037659911047468,Diesel,Manual,First,14.95,4.550714000192032,7.0,1.9459101490553132
Hyderabad,11.116380454236623,Petrol,Manual,First,18.9,4.220977213155467,5.0,2.1972245773362196
Kochi,10.697022907127343,Petrol,Manual,First,17.6,4.49647076906475,5.0,2.302585092994046
Coimbatore,10.514366634409093,Petrol,Manual,First,18.9,4.418840607796598,5.0,1.9459101490553132
Pune,11.982935344196433,Diesel,Manual,First,12.99,4.61512051684126,8.0,2.0794415416798357
Kolkata,11.798111925972618,Diesel,Manual,First,16.8,4.143134726391533,5.0,2.6390573296152584
Mumbai,11.143657272173883,Diesel,Automatic,First,18.88,5.220355825078324,5.0,1.9459101490553132
Delhi,10.545367754151743,Diesel,Automatic,First,10.91,5.288267030694535,7.0,1.6094379124341003
Mumbai,8.612685172875459,Petrol,Manual,First,21.56,4.646791860678911,5.0,1.6094379124341003
Kolkata,6.90975328164481,Diesel,Manual,First,25.83,4.605170185988092,5.0,1.9459101490553132
Pune,10.985309671896763,Petrol,Manual,Third,15.26,4.3294166844015844,5.0,2.70805020110221
Delhi,11.267753561270382,Petrol,Automatic,First,16.8,4.77912349311153,5.0,2.3978952727983707
Chennai,11.407576060361786,Petrol,Manual,First,16.95,4.591071261608589,5.0,1.791759469228055
Kolkata,9.798182590890704,Petrol,Manual,First,19.1,4.463606621666305,5.0,1.791759469228055
Kolkata,11.002116507732017,Diesel,Manual,First,20.0,4.23410650459726,5.0,2.302585092994046
Jaipur,11.775297421715827,Diesel,Manual,First,20.3,4.330733340286331,5.0,2.3978952727983707
Coimbatore,10.399767904860083,Petrol,Manual,First,18.6,4.417152436649256,5.0,1.3862943611198906
Kolkata,10.373522431293592,Diesel,Manual,First,23.4,4.31748811353631,5.0,2.0794415416798357
Hyderabad,11.046132675457146,Diesel,Manual,First,22.7,4.5090997172373575,5.0,2.0794415416798357
Jaipur,11.170449240431308,Diesel,Manual,First,19.3,4.316153890523174,5.0,2.4849066497880004
Kochi,9.900884166666014,Petrol,Manual,First,18.9,4.418840607796598,5.0,1.791759469228055
Hyderabad,11.418625774449598,Diesel,Automatic,First,11.4,5.042521482958578,7.0,2.302585092994046
Hyderabad,11.211833885608513,Diesel,Manual,First,22.07,4.316153890523174,5.0,2.0794415416798357
Kochi,10.925848548137349,Diesel,Manual,First,18.49,4.61512051684126,7.0,1.3862943611198906
Hyderabad,10.968215530759236,Diesel,Automatic,First,11.2,5.726847747587197,4.0,2.1972245773362196
Hyderabad,11.610279010226138,Diesel,Manual,First,19.01,4.695467823968872,5.0,2.302585092994046
Ahmedabad,9.952420563645306,Petrol,Manual,First,22.5,4.220095767527661,5.0,2.4849066497880004
Pune,11.703554089007538,Diesel,Manual,First,24.52,4.4942386252808095,7.0,1.6094379124341003
Jaipur,11.205231143253117,Petrol,Manual,First,19.7,3.856510295497887,5.0,2.4849066497880004
Jaipur,10.434145214930487,Petrol,Automatic,First,20.51,4.219507705176107,5.0,1.9459101490553132
Coimbatore,10.253158022321978,Petrol,Manual,First,15.1,4.30406509320417,7.0,1.6094379124341003
Kochi,11.221984755590194,Diesel,Manual,First,19.6,4.695467823968872,5.0,2.1972245773362196
Kochi,10.158362302011792,Petrol,Manual,First,18.2,4.174387269895637,5.0,2.3978952727983707
Kochi,11.321813384486683,Petrol,Manual,First,13.06,4.6398614257780215,5.0,1.9459101490553132
Chennai,11.608244735642321,Petrol,Manual,First,13.5,4.875197323201151,5.0,2.772588722239781
Delhi,11.385103457032141,Diesel,Manual,First,16.0,4.948759890378168,7.0,2.302585092994046
Chennai,11.608244735642321,Diesel,Manual,Second,21.0,4.175924549214524,5.0,2.3978952727983707
Delhi,9.61587214452889,Petrol,Manual,First,21.7,4.219507705176107,5.0,1.6094379124341003
Mumbai,11.156264806643742,Diesel,Automatic,First,15.15,5.484796933490655,5.0,2.1972245773362196
Pune,11.918397239722838,Diesel,Manual,Second,28.4,4.31748811353631,5.0,2.6390573296152584
Hyderabad,9.852246888342531,Petrol,Manual,First,20.63,4.219507705176107,5.0,1.791759469228055
Chennai,10.530575055586564,Petrol,Manual,First,18.5,4.394449154672439,5.0,2.3978952727983707
Coimbatore,11.052666204774926,Diesel,Automatic,Second,18.12,5.25227342804663,5.0,1.791759469228055
Mumbai,11.385103457032141,Diesel,Manual,First,20.77,4.497584975308154,7.0,2.302585092994046
Jaipur,10.653865366550345,Petrol,Manual,First,18.9,4.418840607796598,5.0,2.0794415416798357
Coimbatore,11.236802988865133,Petrol,Automatic,First,9.43,5.541263545158426,5.0,2.3978952727983707
Mumbai,11.082157933374816,Diesel,Manual,First,17.9,5.104125637183595,5.0,2.3978952727983707
Jaipur,11.280148157687734,Diesel,Manual,First,21.1,4.316153890523174,5.0,2.3978952727983707
Pune,12.301387370778713,Petrol,Automatic,Second,11.74,5.231108616854587,5.0,2.70805020110221
Kochi,10.256641304347884,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.791759469228055
Kolkata,9.186047679407139,Petrol,Manual,First,20.3,4.234830879855301,5.0,2.0794415416798357
Pune,11.228132548219142,Diesel,Manual,First,22.9,4.31748811353631,5.0,2.0794415416798357
Chennai,8.987321812850125,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.6094379124341003
Mumbai,10.992924543268785,Petrol,Manual,First,18.5,4.463606621666305,5.0,2.0794415416798357
Hyderabad,10.89668376844759,Diesel,Manual,First,22.9,4.31748811353631,5.0,2.1972245773362196
Kochi,9.62483129129166,Petrol,Manual,First,17.5,4.49647076906475,5.0,1.3862943611198906
Chennai,10.87806606028079,Petrol,Automatic,Second,16.9,4.417152436649256,5.0,1.9459101490553132
Kolkata,10.596659732783579,Petrol,Manual,First,18.0,4.473921899378137,5.0,2.1972245773362196
Pune,9.957407394525559,Petrol,Manual,First,17.1,4.8064770426931265,5.0,2.1972245773362196
Mumbai,10.933124826700707,Petrol,Manual,First,16.8,4.76473475565943,5.0,2.0794415416798357
Coimbatore,9.884508585938326,Petrol,Manual,First,15.29,4.8064770426931265,5.0,1.6094379124341003
Kochi,11.16992798518054,Diesel,Manual,First,15.1,4.948759890378168,7.0,2.0794415416798357
Mumbai,10.156422888658074,CNG,Manual,First,26.6,4.080245637842599,5.0,2.1972245773362196
Mumbai,10.84838517741928,Diesel,Manual,First,12.8,4.634728988229636,7.0,2.1972245773362196
Pune,11.225256725762893,Diesel,Manual,First,22.9,4.31748811353631,5.0,2.302585092994046
Coimbatore,10.540937016623984,Petrol,Automatic,First,22.5,4.219507705176107,5.0,1.6094379124341003
Coimbatore,10.66993166215753,Petrol,Manual,First,18.9,4.417152436649256,5.0,1.791759469228055
Hyderabad,11.484906576452703,Diesel,Manual,First,25.8,4.601162164590552,5.0,2.0794415416798357
Chennai,11.326607934898927,Diesel,Automatic,First,16.07,5.204006687076795,5.0,2.4849066497880004
Delhi,11.082157933374816,Petrol,Manual,First,15.6,4.2626798770413155,5.0,2.3978952727983707
Kochi,10.73657057339359,Petrol,Manual,First,17.0,4.314149212270796,5.0,1.3862943611198906
Kochi,11.096288179858814,Diesel,Manual,Second,22.7,4.5090997172373575,5.0,1.9459101490553132
Pune,11.205054290550551,Petrol,Manual,Second,13.0,4.51085950651685,5.0,2.8903717578961645
Kolkata,10.915106645867503,Diesel,Manual,First,16.0,4.948759890378168,7.0,2.0794415416798357
Delhi,11.652696102959753,Diesel,Manual,First,13.0,5.1328529268205045,7.0,2.302585092994046
Kolkata,10.347692488960224,Petrol,Manual,First,18.9,4.417152436649256,5.0,1.6094379124341003
Pune,10.639406824939943,Diesel,Automatic,First,28.4,4.314149212270796,5.0,1.6094379124341003
Kochi,10.549123750425021,Diesel,Manual,First,22.9,4.31748811353631,5.0,1.791759469228055
Pune,9.853824507517027,Petrol,Manual,First,16.47,4.316153890523174,5.0,2.302585092994046
Coimbatore,9.946451251968243,Petrol,Manual,First,18.16,4.380775852772229,5.0,1.0986122886681098
Mumbai,10.067135844064461,Petrol,Manual,First,22.0,4.416428061391214,5.0,1.791759469228055
Bangalore,10.275085591132715,Diesel,Automatic,First,14.21,5.318119993844216,5.0,2.1972245773362196
Pune,11.0186455364637,Petrol,Manual,First,18.9,4.220977213155467,5.0,2.1972245773362196
Kochi,8.339978571990427,Petrol,Manual,First,26.0,3.58351893845611,4.0,2.302585092994046
Bangalore,10.736418414365376,Petrol,Manual,First,13.4,5.067645548813036,5.0,2.3978952727983707
Mumbai,10.239995502805316,Petrol,Automatic,First,17.21,4.6491870714048655,5.0,1.791759469228055
Coimbatore,11.333308248150352,Diesel,Manual,First,22.32,4.846703602413892,5.0,2.0794415416798357
Hyderabad,10.596659732783579,Diesel,Manual,First,22.95,4.31748811353631,5.0,1.6094379124341003
Kolkata,10.491301994830229,Petrol,Manual,First,21.1,4.028916756899646,5.0,2.1972245773362196
Bangalore,9.952325334619427,Diesel,Automatic,First,17.11,5.166669912482037,5.0,2.0794415416798357
Kochi,11.037515246425192,Diesel,Manual,First,12.99,4.61512051684126,7.0,2.1972245773362196
Hyderabad,11.326607934898927,Diesel,Automatic,First,11.74,5.5443958891447425,5.0,2.302585092994046
Pune,10.968215530759236,Diesel,Manual,First,24.4,4.276666119016055,5.0,1.9459101490553132
Kochi,11.040246259560732,Petrol,Automatic,First,11.7,5.185148668442399,5.0,2.3978952727983707
Kochi,10.836989321140637,Diesel,Manual,First,20.34,4.646312129319266,5.0,1.791759469228055
Mumbai,11.19822841866684,Petrol,Manual,First,17.0,4.394449154672439,5.0,2.4849066497880004
Jaipur,11.492814590170669,Diesel,Manual,First,22.7,4.846075066880943,5.0,2.302585092994046
Hyderabad,10.491301994830229,Diesel,Manual,First,20.0,4.234830879855301,5.0,1.9459101490553132
Kochi,10.216106110277941,Petrol,Manual,First,18.6,4.416790314610172,5.0,1.0986122886681098
Kolkata,10.12667110305036,Diesel,Manual,First,23.9,4.845760650906022,5.0,1.6094379124341003
Kolkata,10.518700218288165,Petrol,Manual,First,18.9,4.418840607796598,5.0,2.0794415416798357
Hyderabad,10.933124826700707,Diesel,Automatic,First,14.16,5.1664987919271885,5.0,1.9459101490553132
Kolkata,10.203629181337648,Petrol,Manual,First,17.5,4.463606621666305,5.0,1.9459101490553132
Kolkata,10.518700218288165,Petrol,Manual,First,18.5,4.394449154672439,5.0,2.302585092994046
Kolkata,9.259225769705994,Diesel,Manual,First,25.32,4.356708826689592,5.0,1.6094379124341003
Ahmedabad,10.799595985047786,Diesel,Automatic,First,18.23,4.845760650906022,5.0,2.0794415416798357
Mumbai,8.853808274977197,Diesel,Manual,First,17.1,5.14166355650266,5.0,1.6094379124341003
Coimbatore,11.174048338919148,Diesel,Manual,First,24.3,4.4942386252808095,5.0,1.6094379124341003
Kochi,11.328822322093844,Petrol,Manual,First,14.28,4.9346897371814515,5.0,2.302585092994046
Kolkata,11.37693390575888,Diesel,Manual,First,15.1,4.948759890378168,7.0,2.1972245773362196
Mumbai,8.853808274977197,Diesel,Automatic,First,20.68,5.25227342804663,5.0,1.791759469228055
Pune,10.275085591132715,Diesel,Manual,Second,22.54,4.496805161309966,5.0,1.9459101490553132
Coimbatore,10.42088155718015,Diesel,Automatic,First,11.57,5.544356795339151,5.0,1.6094379124341003
Bangalore,11.06665398721974,Diesel,Manual,Second,17.3,5.104125637183595,5.0,2.1972245773362196
Jaipur,11.314486721293981,Petrol,Manual,Second,18.5,4.394449154672439,5.0,2.3978952727983707
Mumbai,11.156264806643742,Petrol,Manual,Second,19.4,4.475061500641071,5.0,2.302585092994046
Hyderabad,12.020917076715085,Diesel,Manual,First,19.3,4.4520190064939165,7.0,2.1972245773362196
Delhi,10.968215530759236,Petrol,Manual,First,16.47,4.316153890523174,5.0,1.9459101490553132
Chennai,11.251573687764477,Petrol,Manual,Second,20.36,4.380775852772229,5.0,2.4849066497880004
Pune,11.201019003627582,Diesel,Automatic,Third,18.1,5.003274939689963,4.0,2.5649493574615367
Hyderabad,11.156264806643742,Petrol,Manual,Second,19.81,4.234830879855301,5.0,2.70805020110221
Delhi,11.288168112178617,Diesel,Manual,First,20.77,4.497139441774387,7.0,2.0794415416798357
Delhi,11.407576060361786,Diesel,Manual,First,25.8,4.601162164590552,5.0,2.1972245773362196
Mumbai,9.741027444837728,Petrol,Automatic,First,15.5,4.812184355372417,5.0,1.791759469228055
Kochi,10.747078550992006,Petrol,Manual,First,18.9,4.417152436649256,5.0,1.3862943611198906
Pune,11.127277689932466,Petrol,Manual,Third,20.36,4.380775852772229,5.0,2.5649493574615367
Hyderabad,7.601402334583733,Diesel,Manual,First,28.4,4.31748811353631,5.0,1.6094379124341003
Pune,11.849404844423074,Petrol,Manual,First,13.0,4.51085950651685,5.0,3.1354942159291497
Pune,12.449022745701502,Diesel,Manual,Third,12.99,4.6210435351443815,7.0,2.1972245773362196
Coimbatore,10.726258500889578,Diesel,Automatic,First,23.8,4.727387818712341,5.0,2.0794415416798357
Coimbatore,10.57717154818281,Petrol,Manual,First,15.7,4.730921391293652,5.0,1.791759469228055
Mumbai,10.950824090522445,Petrol,Manual,Second,14.49,4.540098189244376,5.0,2.3978952727983707
Chennai,11.355639876447484,Petrol,Manual,Second,19.81,4.234830879855301,5.0,2.6390573296152584
Delhi,10.896757843893464,Diesel,Manual,First,24.4,4.276666119016055,5.0,1.9459101490553132
Mumbai,10.87806606028079,Petrol,Automatic,First,23.1,4.220095767527661,5.0,2.0794415416798357
Jaipur,11.002116507732017,Petrol,Manual,First,20.36,4.380775852772229,5.0,2.0794415416798357
Coimbatore,11.092382251415659,Diesel,Manual,First,19.87,4.440295542797857,5.0,1.9459101490553132
Ahmedabad,11.51293546492023,Diesel,Automatic,Second,22.69,5.25227342804663,5.0,2.3978952727983707
Kolkata,7.496097345175956,Petrol,Manual,First,18.9,4.418840607796598,5.0,1.3862943611198906
Pune,10.69650269224425,Petrol,Manual,Second,18.0,4.143134726391533,5.0,2.5649493574615367
Ahmedabad,9.546884034617925,Petrol,Manual,First,17.4,4.773223770984341,5.0,1.3862943611198906
Chennai,13.487007879880162,Diesel,Manual,First,20.54,4.650143551630823,5.0,2.1972245773362196
Delhi,11.19822841866684,Diesel,Automatic,First,11.5,5.135798437050262,7.0,2.302585092994046
Delhi,11.127277689932466,Petrol,Manual,First,17.0,4.77912349311153,5.0,2.3978952727983707
Jaipur,9.880423612937577,Diesel,Automatic,First,18.12,5.25227342804663,5.0,1.6094379124341003
Bangalore,10.545367754151743,Diesel,Automatic,Second,14.16,5.1664987919271885,5.0,2.0794415416798357
Delhi,10.398366704472432,Diesel,Manual,First,23.2,4.316687793365541,5.0,2.0794415416798357
Kochi,10.70958388210257,Diesel,Automatic,First,21.21,4.646312129319266,5.0,1.791759469228055
Kochi,10.92775337907558,Diesel,Manual,First,26.0,4.601162164590552,5.0,1.791759469228055
Delhi,11.002116507732017,Diesel,Automatic,Second,15.2,4.954417614098027,5.0,2.302585092994046
Hyderabad,10.933124826700707,Petrol,Manual,First,15.0,4.649378440652412,5.0,2.0794415416798357
Delhi,11.002116507732017,Diesel,Manual,First,11.5,5.147494476813453,7.0,2.3978952727983707
Mumbai,11.271668858229091,Diesel,Manual,First,16.52,4.825910852685991,5.0,2.4849066497880004
Mumbai,10.45363003867907,Petrol,Manual,First,15.1,4.30406509320417,7.0,2.0794415416798357
Delhi,9.741027444837728,Petrol,Manual,First,20.73,4.522874943261261,5.0,1.6094379124341003
Delhi,11.097425172408931,Diesel,Manual,First,28.09,4.4942386252808095,5.0,1.791759469228055
Pune,11.536827521250853,Diesel,Manual,First,12.99,4.6210435351443815,7.0,2.0794415416798357
Kolkata,10.795506083434564,Petrol,Manual,First,19.1,4.463606621666305,5.0,2.0794415416798357
Kochi,9.268797941547751,Diesel,Automatic,First,11.36,5.150397236471415,7.0,1.0986122886681098
Pune,9.012011377036412,Diesel,Manual,First,25.0,4.248495242049359,5.0,1.6094379124341003
Jaipur,11.51293546492023,Petrol,Manual,First,18.5,4.429029488269218,5.0,2.302585092994046
Pune,11.264476926102367,Diesel,Manual,First,17.8,4.23410650459726,5.0,2.302585092994046
Kolkata,10.819798284210286,Diesel,Manual,First,18.2,4.314015424057338,8.0,1.9459101490553132
Chennai,11.400070267550142,Diesel,Manual,Third,17.8,4.23410650459726,5.0,2.772588722239781
Chennai,11.49273296168228,Petrol,Manual,Second,10.8,5.030437921392435,5.0,2.70805020110221
Kochi,10.114599007626499,Petrol,Manual,First,18.7,4.49647076906475,5.0,1.6094379124341003
Delhi,8.699681400989514,Diesel,Automatic,First,11.0,5.556828061699537,7.0,1.3862943611198906
Delhi,9.152181457802651,Petrol,Manual,First,18.9,4.417152436649256,5.0,1.3862943611198906
Mumbai,10.275085591132715,Petrol,Manual,First,18.5,4.463606621666305,5.0,2.302585092994046
Coimbatore,10.018644921923576,Diesel,Automatic,First,22.0,4.695878886113554,5.0,1.6094379124341003
Mumbai,11.199186850198666,Petrol,Manual,First,17.4,4.773223770984341,5.0,1.9459101490553132
Kolkata,9.988380019554091,Petrol,Manual,First,18.7,4.49647076906475,5.0,1.791759469228055
Delhi,11.034905792929415,Diesel,Manual,First,17.8,4.330733340286331,5.0,2.0794415416798357
Kochi,10.519348639136,Diesel,Automatic,First,17.01,4.845760650906022,5.0,1.6094379124341003
Kochi,11.007700793213884,Diesel,Automatic,Second,14.4,5.490589254195159,5.0,2.0794415416798357
Kolkata,10.166197910952352,Petrol,Manual,First,21.1,4.028916756899646,5.0,2.0794415416798357
Jaipur,11.407576060361786,Diesel,Manual,Second,20.0,4.23410650459726,5.0,2.4849066497880004
Coimbatore,10.4792578649425,Petrol,Manual,First,17.0,4.314149212270796,5.0,1.3862943611198906
Kolkata,10.596659732783579,Diesel,Manual,First,21.64,4.4520190064939165,5.0,2.1972245773362196
Kolkata,10.714439990727769,Petrol,Manual,First,18.7,4.49647076906475,5.0,1.9459101490553132
Delhi,10.645448706505872,Petrol,Manual,First,17.0,4.394449154672439,5.0,1.9459101490553132
Coimbatore,10.756071417352569,Diesel,Automatic,First,14.94,5.490589254195159,5.0,2.302585092994046
Delhi,11.034905792929415,Diesel,Automatic,First,11.18,5.220355825078324,7.0,2.0794415416798357
Ahmedabad,9.61587214452889,Diesel,Automatic,First,12.9,5.167639042905921,7.0,1.6094379124341003
Kolkata,11.141876276228,Diesel,Manual,First,18.7,4.204692619390966,5.0,2.995732273553991
Hyderabad,10.630262914076058,Diesel,Automatic,First,15.8,5.14166355650266,5.0,2.302585092994046
Kochi,9.679280936368654,Petrol,Manual,First,20.73,4.522874943261261,5.0,1.3862943611198906
Hyderabad,11.50887728212366,Diesel,Manual,Second,22.9,4.31748811353631,5.0,2.1972245773362196
Bangalore,11.050905878263567,Diesel,Manual,Third,13.1,4.330733340286331,10.0,2.995732273553991
Delhi,10.799595985047786,Diesel,Automatic,Second,16.73,5.389071729816501,5.0,2.302585092994046
Kochi,10.78462767712726,Diesel,Manual,First,10.5,4.769836807543325,6.0,2.1972245773362196
Delhi,11.050905878263567,Petrol,Manual,First,13.4,4.836281906951478,5.0,2.6390573296152584
Ahmedabad,11.251573687764477,CNG,Manual,First,26.6,4.080245637842599,5.0,1.791759469228055
Mumbai,9.370331108285123,Petrol,Manual,First,16.8,3.5610460826040513,8.0,2.1972245773362196
Kochi,11.035099319467346,Diesel,Automatic,First,17.68,5.166669912482037,5.0,2.0794415416798357
Chennai,10.736418414365376,CNG,Manual,First,25.0,4.417152436649256,5.0,1.6094379124341003
Coimbatore,10.724368099605625,Diesel,Manual,First,27.3,4.601162164590552,5.0,1.791759469228055
Mumbai,11.350418300109132,Petrol,Automatic,Second,10.5,5.0670156275323635,5.0,2.8903717578961645
Jaipur,11.385103457032141,Petrol,Manual,Second,13.0,4.61512051684126,5.0,2.833213344056216
Kochi,10.721746404137187,Diesel,Automatic,First,16.55,5.000652296042854,5.0,2.1972245773362196
Mumbai,11.385103457032141,Petrol,Manual,First,19.1,4.463606621666305,5.0,2.302585092994046
Delhi,10.72276064773077,Diesel,Manual,First,28.4,4.314149212270796,5.0,1.791759469228055
Pune,11.302216779257382,Diesel,Manual,First,15.1,4.948759890378168,7.0,2.0794415416798357
Kochi,11.331187737714638,Petrol,Manual,First,18.6,4.387014176184921,5.0,2.302585092994046
Kochi,11.271197793678173,Diesel,Manual,First,23.0,4.604770105966751,5.0,1.6094379124341003
Coimbatore,10.21515467023837,Diesel,Automatic,First,14.69,5.556828061699537,5.0,1.6094379124341003
Coimbatore,10.663077689644787,Diesel,Automatic,Second,14.16,5.1664987919271885,5.0,1.9459101490553132
Coimbatore,10.651738259322098,Diesel,Automatic,Second,20.68,5.25227342804663,5.0,1.9459101490553132
Mumbai,9.952325334619427,Petrol,Automatic,First,19.2,4.394449154672439,5.0,2.5649493574615367
Ahmedabad,10.916923143796645,Diesel,Automatic,First,17.01,4.845760650906022,5.0,1.791759469228055
Chennai,11.156264806643742,Diesel,Automatic,First,17.11,5.166669912482037,5.0,2.0794415416798357
Mumbai,10.915106645867503,Petrol,Automatic,Third,10.13,5.902360072025161,5.0,2.70805020110221
Kolkata,10.972258999193217,Petrol,Manual,First,20.36,4.380775852772229,5.0,2.302585092994046
Mumbai,10.165890277802454,Diesel,Manual,First,23.0,4.604770105966751,5.0,1.6094379124341003
Kolkata,10.463131911491967,Diesel,Manual,First,20.54,4.650143551630823,5.0,2.3978952727983707
Jaipur,10.085850775128717,Diesel,Manual,First,28.4,4.314149212270796,5.0,1.6094379124341003
Ahmedabad,11.49273296168228,Diesel,Manual,First,15.4,4.795790545596741,7.0,1.791759469228055
Coimbatore,10.7029747688674,Diesel,Manual,First,22.54,4.496805161309966,5.0,1.791759469228055
Chennai,11.082157933374816,Petrol,Manual,First,19.7,3.856510295497887,5.0,2.6390573296152584
Delhi,10.461730970631272,Petrol,Manual,Second,20.36,4.380775852772229,5.0,1.9459101490553132
Kolkata,10.866165563963404,Diesel,Manual,Second,15.4,4.795790545596741,7.0,1.9459101490553132
Hyderabad,11.101733992488617,Diesel,Manual,First,19.5,4.330733340286331,5.0,2.4849066497880004
Mumbai,11.097425172408931,Diesel,Automatic,First,15.3,5.556828061699537,5.0,2.302585092994046
Hyderabad,10.668978650219241,Diesel,Manual,First,27.3,4.601162164590552,5.0,1.791759469228055
Mumbai,10.718874489469398,Diesel,Automatic,First,10.0,5.14166355650266,5.0,2.1972245773362196
Mumbai,10.62135173563291,Diesel,Automatic,First,16.0,4.948759890378168,7.0,1.791759469228055
Kochi,10.582307587950027,Petrol,Automatic,First,18.0,4.773223770984341,5.0,1.6094379124341003
Coimbatore,11.32990366306188,Diesel,Manual,First,22.9,4.31748811353631,5.0,2.0794415416798357
Coimbatore,10.383596203640058,Diesel,Automatic,First,14.84,5.14166355650266,5.0,1.6094379124341003
Mumbai,10.819778284410283,Petrol,Manual,First,17.0,4.77912349311153,5.0,2.3978952727983707
Bangalore,11.097425172408931,Diesel,Manual,First,15.3,4.440295542797857,7.0,2.0794415416798357
Delhi,10.896757843893464,Petrol,Manual,First,18.5,4.429029488269218,5.0,2.302585092994046
Jaipur,11.289794413577894,Diesel,Manual,Second,20.4,4.523960130562548,5.0,2.5649493574615367
Bangalore,11.184435286790631,Petrol,Automatic,Second,12.9,4.875197323201151,5.0,2.3978952727983707
Pune,10.71143554857325,Diesel,Manual,First,19.67,4.845760650906022,5.0,1.6094379124341003
Delhi,9.99884318585288,Diesel,Automatic,Second,20.38,4.969813299576001,5.0,1.6094379124341003
Delhi,10.959174942686024,Petrol,Manual,Second,17.0,4.8064770426931265,5.0,2.1972245773362196
Hyderabad,11.225256725762893,Diesel,Manual,First,21.9,4.51085950651685,5.0,2.3978952727983707
Kochi,10.83220080440884,Diesel,Manual,First,24.2,4.601162164590552,7.0,1.9459101490553132
Bangalore,11.225256725762893,Diesel,Automatic,First,22.32,4.846703602413892,5.0,1.3862943611198906
Chennai,11.373674891823535,Petrol,Manual,Second,15.3,4.624972813284271,5.0,2.772588722239781
Mumbai,11.034905792929415,Petrol,Manual,First,20.36,4.380775852772229,5.0,2.4849066497880004
Hyderabad,10.630383773142448,Diesel,Manual,First,24.3,4.4942386252808095,5.0,1.791759469228055
Ahmedabad,11.156264806643742,Diesel,Manual,First,12.99,4.6210435351443815,7.0,1.9459101490553132
Pune,10.463131911491967,Diesel,Automatic,First,17.9,4.919980925828125,5.0,1.6094379124341003
Hyderabad,11.184338061192443,Petrol,Manual,First,19.7,3.856510295497887,5.0,2.772588722239781
Chennai,11.034905792929415,Diesel,Automatic,Second,14.84,5.14166355650266,5.0,2.1972245773362196
Delhi,10.839600519357369,Diesel,Manual,First,22.9,4.31748811353631,5.0,1.9459101490553132
Kochi,10.167350693127355,Petrol,Manual,First,18.9,4.418840607796598,5.0,1.791759469228055
Kochi,10.537786657286867,Diesel,Automatic,Second,12.55,5.1328529268205045,7.0,1.3862943611198906
Kolkata,11.265604480837757,Petrol,Manual,First,12.4,4.890349128221754,8.0,2.3978952727983707
Kochi,10.323972627400678,Diesel,Manual,First,22.77,4.601061757943548,5.0,1.6094379124341003
Pune,10.896757843893464,Petrol,Manual,First,18.16,4.475061500641071,5.0,1.791759469228055
